"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"Otu1062","k__Bacteria","k__Bacteria_unclassified","k__Bacteria_unclassified","k__Bacteria_unclassified","k__Bacteria_unclassified","k__Bacteria_unclassified","k__Bacteria_unclassified"
"Otu1063","k__Bacteria","k__Bacteria_unclassified","k__Bacteria_unclassified","k__Bacteria_unclassified","k__Bacteria_unclassified","k__Bacteria_unclassified","k__Bacteria_unclassified"
"Otu1064","k__Bacteria","k__Bacteria_unclassified","k__Bacteria_unclassified","k__Bacteria_unclassified","k__Bacteria_unclassified","k__Bacteria_unclassified","k__Bacteria_unclassified"
"Otu1065","k__Bacteria","k__Bacteria_unclassified","k__Bacteria_unclassified","k__Bacteria_unclassified","k__Bacteria_unclassified","k__Bacteria_unclassified","k__Bacteria_unclassified"
"Otu1066","k__Bacteria","k__Bacteria_unclassified","k__Bacteria_unclassified","k__Bacteria_unclassified","k__Bacteria_unclassified","k__Bacteria_unclassified","k__Bacteria_unclassified"
"Otu1067","k__Bacteria","k__Bacteria_unclassified","k__Bacteria_unclassified","k__Bacteria_unclassified","k__Bacteria_unclassified","k__Bacteria_unclassified","k__Bacteria_unclassified"
"Otu1068","k__Bacteria","k__Bacteria_unclassified","k__Bacteria_unclassified","k__Bacteria_unclassified","k__Bacteria_unclassified","k__Bacteria_unclassified","k__Bacteria_unclassified"
"Otu1069","k__Bacteria","k__Bacteria_unclassified","k__Bacteria_unclassified","k__Bacteria_unclassified","k__Bacteria_unclassified","k__Bacteria_unclassified","k__Bacteria_unclassified"
"Otu1070","k__Bacteria","k__Bacteria_unclassified","k__Bacteria_unclassified","k__Bacteria_unclassified","k__Bacteria_unclassified","k__Bacteria_unclassified","k__Bacteria_unclassified"
"Otu1071","k__Bacteria","k__Bacteria_unclassified","k__Bacteria_unclassified","k__Bacteria_unclassified","k__Bacteria_unclassified","k__Bacteria_unclassified","k__Bacteria_unclassified"
"Otu1072","k__Bacteria","k__Bacteria_unclassified","k__Bacteria_unclassified","k__Bacteria_unclassified","k__Bacteria_unclassified","k__Bacteria_unclassified","k__Bacteria_unclassified"
"Otu1073","k__Bacteria","k__Bacteria_unclassified","k__Bacteria_unclassified","k__Bacteria_unclassified","k__Bacteria_unclassified","k__Bacteria_unclassified","k__Bacteria_unclassified"
"Otu1074","k__Bacteria","k__Bacteria_unclassified","k__Bacteria_unclassified","k__Bacteria_unclassified","k__Bacteria_unclassified","k__Bacteria_unclassified","k__Bacteria_unclassified"
"Otu1075","k__Bacteria","k__Bacteria_unclassified","k__Bacteria_unclassified","k__Bacteria_unclassified","k__Bacteria_unclassified","k__Bacteria_unclassified","k__Bacteria_unclassified"
"Otu1076","k__Bacteria","k__Bacteria_unclassified","k__Bacteria_unclassified","k__Bacteria_unclassified","k__Bacteria_unclassified","k__Bacteria_unclassified","k__Bacteria_unclassified"
"Otu1077","k__Bacteria","k__Bacteria_unclassified","k__Bacteria_unclassified","k__Bacteria_unclassified","k__Bacteria_unclassified","k__Bacteria_unclassified","k__Bacteria_unclassified"
"Otu1078","k__Bacteria","k__Bacteria_unclassified","k__Bacteria_unclassified","k__Bacteria_unclassified","k__Bacteria_unclassified","k__Bacteria_unclassified","k__Bacteria_unclassified"
"Otu1079","k__Bacteria","p__Firmicutes","c__Bacilli","o__Lactobacillales","f__Carnobacteriaceae","g__Granulicatella","g__Granulicatella_unclassified"
"Otu1080","k__Bacteria","p__Firmicutes","c__Bacilli","o__Lactobacillales","f__Streptococcaceae","g__Streptococcus","g__Streptococcus_unclassified"
"Otu1081","k__Bacteria","p__Firmicutes","c__Bacilli","o__Lactobacillales","f__Carnobacteriaceae","g__Granulicatella","g__Granulicatella_unclassified"
"Otu1082","k__Bacteria","p__Firmicutes","c__Bacilli","o__Lactobacillales","f__Streptococcaceae","g__Streptococcus","g__Streptococcus_unclassified"
"Otu1083","k__Bacteria","p__Firmicutes","c__Bacilli","o__Lactobacillales","f__Lactobacillaceae","g__Lactobacillus","s__ruminis"
"Otu1084","k__Bacteria","p__Firmicutes","c__Bacilli","o__Lactobacillales","f__Leuconostocaceae","g__Weissella","g__Weissella_unclassified"
"Otu1085","k__Bacteria","p__Firmicutes","c__Bacilli","c__Bacilli_unclassified","c__Bacilli_unclassified","c__Bacilli_unclassified","c__Bacilli_unclassified"
"Otu1086","k__Bacteria","p__Firmicutes","c__Bacilli","o__Lactobacillales","f__Streptococcaceae","g__Streptococcus","g__Streptococcus_unclassified"
"Otu1087","k__Bacteria","p__Firmicutes","c__Bacilli","o__Lactobacillales","f__Lactobacillaceae","f__Lactobacillaceae_unclassified","f__Lactobacillaceae_unclassified"
"Otu1088","k__Bacteria","p__Firmicutes","c__Bacilli","o__Lactobacillales","f__Lactobacillaceae","g__Lactobacillus","g__Lactobacillus_unclassified"
"Otu1089","k__Bacteria","p__Firmicutes","c__Bacilli","o__Lactobacillales","f__Lactobacillaceae","g__Lactobacillus","g__Lactobacillus_unclassified"
"Otu1090","k__Bacteria","p__Firmicutes","c__Bacilli","o__Lactobacillales","f__Lactobacillaceae","g__Lactobacillus","g__Lactobacillus_unclassified"
"Otu1091","k__Bacteria","p__Firmicutes","c__Bacilli","o__Lactobacillales","f__Lactobacillaceae","f__Lactobacillaceae_unclassified","f__Lactobacillaceae_unclassified"
"Otu1092","k__Bacteria","p__Firmicutes","c__Bacilli","o__Lactobacillales","f__Lactobacillaceae","f__Lactobacillaceae_unclassified","f__Lactobacillaceae_unclassified"
"Otu1093","k__Bacteria","p__Firmicutes","c__Bacilli","o__Lactobacillales","f__Lactobacillaceae","f__Lactobacillaceae_unclassified","f__Lactobacillaceae_unclassified"
"Otu1094","k__Bacteria","p__Firmicutes","c__Bacilli","o__Lactobacillales","f__Lactobacillaceae","g__Lactobacillus","s__vaginalis"
"Otu1095","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Comamonadaceae","f__Comamonadaceae_unclassified","f__Comamonadaceae_unclassified"
"Otu1096","k__Bacteria","p__Firmicutes","p__Firmicutes_unclassified","p__Firmicutes_unclassified","p__Firmicutes_unclassified","p__Firmicutes_unclassified","p__Firmicutes_unclassified"
"Otu1097","k__Bacteria","p__Firmicutes","p__Firmicutes_unclassified","p__Firmicutes_unclassified","p__Firmicutes_unclassified","p__Firmicutes_unclassified","p__Firmicutes_unclassified"
"Otu1098","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","f__Burkholderiaceae_unclassified","f__Burkholderiaceae_unclassified"
"Otu1099","k__Bacteria","p__Firmicutes","p__Firmicutes_unclassified","p__Firmicutes_unclassified","p__Firmicutes_unclassified","p__Firmicutes_unclassified","p__Firmicutes_unclassified"
"Otu1100","k__Bacteria","p__Firmicutes","p__Firmicutes_unclassified","p__Firmicutes_unclassified","p__Firmicutes_unclassified","p__Firmicutes_unclassified","p__Firmicutes_unclassified"
"Otu1101","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","g__Lautropia","g__Lautropia_unclassified"
"Otu1102","k__Bacteria","p__Firmicutes","p__Firmicutes_unclassified","p__Firmicutes_unclassified","p__Firmicutes_unclassified","p__Firmicutes_unclassified","p__Firmicutes_unclassified"
"Otu1103","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Alcaligenaceae","g__Achromobacter","g__Achromobacter_unclassified"
"Otu1104","k__Bacteria","p__Firmicutes","p__Firmicutes_unclassified","p__Firmicutes_unclassified","p__Firmicutes_unclassified","p__Firmicutes_unclassified","p__Firmicutes_unclassified"
"Otu1105","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","o__Burkholderiales_unclassified","o__Burkholderiales_unclassified","o__Burkholderiales_unclassified"
"Otu1106","k__Bacteria","p__Firmicutes","p__Firmicutes_unclassified","p__Firmicutes_unclassified","p__Firmicutes_unclassified","p__Firmicutes_unclassified","p__Firmicutes_unclassified"
"Otu1107","k__Bacteria","p__Firmicutes","p__Firmicutes_unclassified","p__Firmicutes_unclassified","p__Firmicutes_unclassified","p__Firmicutes_unclassified","p__Firmicutes_unclassified"
"Otu1108","k__Bacteria","p__Firmicutes","p__Firmicutes_unclassified","p__Firmicutes_unclassified","p__Firmicutes_unclassified","p__Firmicutes_unclassified","p__Firmicutes_unclassified"
"Otu1109","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","o__Burkholderiales_unclassified","o__Burkholderiales_unclassified","o__Burkholderiales_unclassified"
"Otu1110","k__Bacteria","p__Firmicutes","c__Bacilli","o__Lactobacillales","f__Lactobacillaceae","f__Lactobacillaceae_unclassified","f__Lactobacillaceae_unclassified"
"Otu1111","k__Bacteria","p__Firmicutes","c__Bacilli","o__Lactobacillales","o__Lactobacillales_unclassified","o__Lactobacillales_unclassified","o__Lactobacillales_unclassified"
"Otu1112","k__Bacteria","p__Actinobacteria","c__Coriobacteriia","o__Coriobacteriales","f__Coriobacteriaceae","g__Atopobium","g__Atopobium_unclassified"
"Otu1113","k__Bacteria","p__Firmicutes","c__Bacilli","c__Bacilli_unclassified","c__Bacilli_unclassified","c__Bacilli_unclassified","c__Bacilli_unclassified"
"Otu1114","k__Bacteria","p__Firmicutes","c__Bacilli","c__Bacilli_unclassified","c__Bacilli_unclassified","c__Bacilli_unclassified","c__Bacilli_unclassified"
"Otu1115","k__Bacteria","p__Verrucomicrobia","c__Verrucomicrobiae","o__Verrucomicrobiales","f__Verrucomicrobiaceae","g__Akkermansia","s__muciniphila"
"Otu1116","k__Bacteria","p__Verrucomicrobia","c__Verrucomicrobiae","o__Verrucomicrobiales","f__Verrucomicrobiaceae","f__Verrucomicrobiaceae_unclassified","f__Verrucomicrobiaceae_unclassified"
"Otu1117","k__Bacteria","p__Verrucomicrobia","c__Verrucomicrobiae","o__Verrucomicrobiales","f__Verrucomicrobiaceae","g__Akkermansia","s__muciniphila"
"Otu1118","k__Bacteria","p__Verrucomicrobia","c__Verrucomicrobiae","o__Verrucomicrobiales","f__Verrucomicrobiaceae","f__Verrucomicrobiaceae_unclassified","f__Verrucomicrobiaceae_unclassified"
"Otu1119","k__Bacteria","p__Firmicutes","c__Bacilli","c__Bacilli_unclassified","c__Bacilli_unclassified","c__Bacilli_unclassified","c__Bacilli_unclassified"
"Otu1120","k__Bacteria","p__Verrucomicrobia","c__Verrucomicrobiae","o__Verrucomicrobiales","f__Verrucomicrobiaceae","f__Verrucomicrobiaceae_unclassified","f__Verrucomicrobiaceae_unclassified"
"Otu1121","k__Bacteria","p__Verrucomicrobia","c__Verrucomicrobiae","o__Verrucomicrobiales","f__Verrucomicrobiaceae","g__Akkermansia","s__muciniphila"
"Otu1122","k__Bacteria","p__Verrucomicrobia","c__Verrucomicrobiae","o__Verrucomicrobiales","f__Verrucomicrobiaceae","g__Akkermansia","s__muciniphila"
"Otu1123","k__Bacteria","p__Verrucomicrobia","c__Verrucomicrobiae","o__Verrucomicrobiales","f__Verrucomicrobiaceae","g__Akkermansia","s__muciniphila"
"Otu1124","k__Bacteria","p__Verrucomicrobia","c__Verrucomicrobiae","o__Verrucomicrobiales","f__Verrucomicrobiaceae","f__Verrucomicrobiaceae_unclassified","f__Verrucomicrobiaceae_unclassified"
"Otu1125","k__Bacteria","p__Verrucomicrobia","c__Verrucomicrobiae","o__Verrucomicrobiales","f__Verrucomicrobiaceae","g__Akkermansia","s__muciniphila"
"Otu1126","k__Bacteria","p__Verrucomicrobia","c__Verrucomicrobiae","o__Verrucomicrobiales","f__Verrucomicrobiaceae","f__Verrucomicrobiaceae_unclassified","f__Verrucomicrobiaceae_unclassified"
"Otu1127","k__Bacteria","p__Verrucomicrobia","c__Verrucomicrobiae","o__Verrucomicrobiales","f__Verrucomicrobiaceae","g__Akkermansia","s__muciniphila"
"Otu1128","k__Bacteria","p__Firmicutes","c__Bacilli","c__Bacilli_unclassified","c__Bacilli_unclassified","c__Bacilli_unclassified","c__Bacilli_unclassified"
"Otu1129","k__Bacteria","p__Firmicutes","c__Bacilli","c__Bacilli_unclassified","c__Bacilli_unclassified","c__Bacilli_unclassified","c__Bacilli_unclassified"
"Otu1130","k__Bacteria","p__Firmicutes","c__Bacilli","c__Bacilli_unclassified","c__Bacilli_unclassified","c__Bacilli_unclassified","c__Bacilli_unclassified"
"Otu1131","k__Bacteria","p__Firmicutes","c__Bacilli","c__Bacilli_unclassified","c__Bacilli_unclassified","c__Bacilli_unclassified","c__Bacilli_unclassified"
"Otu1132","k__Bacteria","p__Firmicutes","c__Bacilli","c__Bacilli_unclassified","c__Bacilli_unclassified","c__Bacilli_unclassified","c__Bacilli_unclassified"
"Otu1133","k__Bacteria","p__Firmicutes","c__Bacilli","c__Bacilli_unclassified","c__Bacilli_unclassified","c__Bacilli_unclassified","c__Bacilli_unclassified"
"Otu1134","k__Bacteria","p__Proteobacteria","c__Deltaproteobacteria","c__Deltaproteobacteria_unclassified","c__Deltaproteobacteria_unclassified","c__Deltaproteobacteria_unclassified","c__Deltaproteobacteria_unclassified"
"Otu1135","k__Bacteria","p__Proteobacteria","c__Deltaproteobacteria","c__Deltaproteobacteria_unclassified","c__Deltaproteobacteria_unclassified","c__Deltaproteobacteria_unclassified","c__Deltaproteobacteria_unclassified"
"Otu1136","k__Bacteria","p__Proteobacteria","c__Deltaproteobacteria","c__Deltaproteobacteria_unclassified","c__Deltaproteobacteria_unclassified","c__Deltaproteobacteria_unclassified","c__Deltaproteobacteria_unclassified"
"Otu1137","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Sphingomonadales","f__Sphingomonadaceae","g__Sphingomonas","s__wittichii"
"Otu1138","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Sphingomonadales","f__Sphingomonadaceae","f__Sphingomonadaceae_unclassified","f__Sphingomonadaceae_unclassified"
"Otu1139","k__Bacteria","p__Verrucomicrobia","c__Verrucomicrobiae","o__Verrucomicrobiales","f__Verrucomicrobiaceae","g__Akkermansia","s__muciniphila"
"Otu1140","k__Bacteria","p__Verrucomicrobia","c__Verrucomicrobiae","o__Verrucomicrobiales","f__Verrucomicrobiaceae","f__Verrucomicrobiaceae_unclassified","f__Verrucomicrobiaceae_unclassified"
"Otu1141","k__Bacteria","p__Verrucomicrobia","c__Verrucomicrobiae","o__Verrucomicrobiales","f__Verrucomicrobiaceae","g__Akkermansia","s__muciniphila"
"Otu1142","k__Bacteria","p__Verrucomicrobia","c__Verrucomicrobiae","o__Verrucomicrobiales","f__Verrucomicrobiaceae","g__Akkermansia","s__muciniphila"
"Otu1143","k__Bacteria","p__Verrucomicrobia","c__Verrucomicrobiae","o__Verrucomicrobiales","f__Verrucomicrobiaceae","g__Akkermansia","s__muciniphila"
"Otu1144","k__Bacteria","p__Verrucomicrobia","c__Verrucomicrobiae","o__Verrucomicrobiales","f__Verrucomicrobiaceae","g__Akkermansia","s__muciniphila"
"Otu1145","k__Bacteria","p__Actinobacteria","c__Actinobacteria","o__Bifidobacteriales","f__Bifidobacteriaceae","g__Bifidobacterium","g__Bifidobacterium_unclassified"
"Otu1146","k__Bacteria","p__Actinobacteria","c__Actinobacteria","o__Bifidobacteriales","f__Bifidobacteriaceae","g__Bifidobacterium","g__Bifidobacterium_unclassified"
"Otu1147","k__Bacteria","p__Actinobacteria","c__Actinobacteria","o__Bifidobacteriales","f__Bifidobacteriaceae","g__Bifidobacterium","s__breve"
"Otu1148","k__Bacteria","p__Actinobacteria","c__Actinobacteria","o__Bifidobacteriales","f__Bifidobacteriaceae","g__Bifidobacterium","s__breve"
"Otu1149","k__Bacteria","p__Actinobacteria","c__Actinobacteria","o__Bifidobacteriales","f__Bifidobacteriaceae","g__Bifidobacterium","s__breve"
"Otu1150","k__Bacteria","p__Actinobacteria","c__Actinobacteria","o__Bifidobacteriales","f__Bifidobacteriaceae","g__Bifidobacterium","g__Bifidobacterium_unclassified"
"Otu1151","k__Bacteria","p__Actinobacteria","c__Actinobacteria","o__Bifidobacteriales","f__Bifidobacteriaceae","g__Bifidobacterium","g__Bifidobacterium_unclassified"
"Otu1152","k__Bacteria","p__Actinobacteria","c__Actinobacteria","o__Bifidobacteriales","f__Bifidobacteriaceae","g__Bifidobacterium","g__Bifidobacterium_unclassified"
"Otu1153","k__Bacteria","p__Actinobacteria","c__Actinobacteria","o__Bifidobacteriales","f__Bifidobacteriaceae","g__Bifidobacterium","g__Bifidobacterium_unclassified"
"Otu1154","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Enterobacteriales","f__Enterobacteriaceae","f__Enterobacteriaceae_unclassified","f__Enterobacteriaceae_unclassified"
"Otu1155","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Enterobacteriales","f__Enterobacteriaceae","f__Enterobacteriaceae_unclassified","f__Enterobacteriaceae_unclassified"
"Otu1156","k__Bacteria","p__Bacteroidetes","p__Bacteroidetes_unclassified","p__Bacteroidetes_unclassified","p__Bacteroidetes_unclassified","p__Bacteroidetes_unclassified","p__Bacteroidetes_unclassified"
"Otu1157","k__Bacteria","p__Bacteroidetes","p__Bacteroidetes_unclassified","p__Bacteroidetes_unclassified","p__Bacteroidetes_unclassified","p__Bacteroidetes_unclassified","p__Bacteroidetes_unclassified"
"Otu1158","k__Bacteria","p__Bacteroidetes","p__Bacteroidetes_unclassified","p__Bacteroidetes_unclassified","p__Bacteroidetes_unclassified","p__Bacteroidetes_unclassified","p__Bacteroidetes_unclassified"
"Otu1159","k__Bacteria","p__Bacteroidetes","p__Bacteroidetes_unclassified","p__Bacteroidetes_unclassified","p__Bacteroidetes_unclassified","p__Bacteroidetes_unclassified","p__Bacteroidetes_unclassified"
"Otu1160","k__Bacteria","p__Bacteroidetes","p__Bacteroidetes_unclassified","p__Bacteroidetes_unclassified","p__Bacteroidetes_unclassified","p__Bacteroidetes_unclassified","p__Bacteroidetes_unclassified"
"Otu1161","k__Bacteria","k__Bacteria_unclassified","k__Bacteria_unclassified","k__Bacteria_unclassified","k__Bacteria_unclassified","k__Bacteria_unclassified","k__Bacteria_unclassified"
"Otu1162","k__Bacteria","k__Bacteria_unclassified","k__Bacteria_unclassified","k__Bacteria_unclassified","k__Bacteria_unclassified","k__Bacteria_unclassified","k__Bacteria_unclassified"
"Otu1163","k__Bacteria","k__Bacteria_unclassified","k__Bacteria_unclassified","k__Bacteria_unclassified","k__Bacteria_unclassified","k__Bacteria_unclassified","k__Bacteria_unclassified"
"Otu1164","k__Bacteria","k__Bacteria_unclassified","k__Bacteria_unclassified","k__Bacteria_unclassified","k__Bacteria_unclassified","k__Bacteria_unclassified","k__Bacteria_unclassified"
"Otu1165","k__Bacteria","k__Bacteria_unclassified","k__Bacteria_unclassified","k__Bacteria_unclassified","k__Bacteria_unclassified","k__Bacteria_unclassified","k__Bacteria_unclassified"
"Otu1166","k__Bacteria","k__Bacteria_unclassified","k__Bacteria_unclassified","k__Bacteria_unclassified","k__Bacteria_unclassified","k__Bacteria_unclassified","k__Bacteria_unclassified"
